3.330660000000000000e+05 3.528600000000000000e+05 5.763790000000000000e+05 4.617370000000000000e+05 2.205840000000000000e+05 1.645690000000000000e+05 8.159630000000000000e+05 2.542430000000000000e+05 2.208880000000000000e+05 5.389710000000000000e+05 6.900000000000000000e+01 7.119890000000000000e+05 2.808320000000000000e+05 3.363010000000000000e+05 5.186110000000000000e+05 5.663690000000000000e+05 0.000000000000000000e+00 7.614420000000000000e+05 5.984650000000000000e+05 9.762100000000000000e+04
8.496170000000000000e+05 8.105940000000000000e+05 7.434590000000000000e+05 7.904220000000000000e+05 9.390960000000000000e+05 3.742400000000000000e+05 1.399733000000000000e+06 8.284190000000000000e+05 6.733550000000000000e+05 1.065062000000000000e+06 7.038760000000000000e+05 0.000000000000000000e+00 4.883650000000000000e+05 5.640880000000000000e+05 7.758420000000000000e+05 8.592570000000000000e+05 0.000000000000000000e+00 1.048397000000000000e+06 1.110937000000000000e+06 3.339730000000000000e+05
3.802380000000000000e+05 3.919230000000000000e+05 2.700260000000000000e+05 5.501590000000000000e+05 4.514630000000000000e+05 3.549480000000000000e+05 4.718790000000000000e+05 4.250890000000000000e+05 2.972100000000000000e+05 2.875460000000000000e+05 2.802490000000000000e+05 4.844740000000000000e+05 0.000000000000000000e+00 3.105570000000000000e+05 6.883160000000000000e+05 7.549430000000000000e+05 2.144330000000000000e+05 4.842890000000000000e+05 4.546080000000000000e+05 2.100610000000000000e+05
4.888600000000000000e+05 1.858570000000000000e+05 5.654180000000000000e+05 3.269150000000000000e+05 5.392800000000000000e+05 5.123220000000000000e+05 4.041230000000000000e+05 2.740360000000000000e+05 5.007800000000000000e+05 2.692070000000000000e+05 3.308160000000000000e+05 5.899020000000000000e+05 3.196930000000000000e+05 1.000000000000000000e+01 6.741820000000000000e+05 5.431760000000000000e+05 8.610900000000000000e+04 4.267680000000000000e+05 5.506460000000000000e+05 1.957480000000000000e+05
2.226960000000000000e+05 1.720780000000000000e+05 1.035242000000000000e+06 2.214300000000000000e+05 6.588420000000000000e+05 5.884670000000000000e+05 5.022330000000000000e+05 5.200480000000000000e+05 9.205720000000000000e+05 2.055310000000000000e+05 5.210710000000000000e+05 7.682320000000000000e+05 6.775640000000000000e+05 6.785090000000000000e+05 0.000000000000000000e+00 1.498975000000000000e+06 3.746560000000000000e+05 5.950760000000000000e+05 6.949820000000000000e+05 2.875380000000000000e+05
5.509610000000000000e+05 5.684370000000000000e+05 7.599590000000000000e+05 7.855110000000000000e+05 9.462960000000000000e+05 8.788490000000000000e+05 1.122540000000000000e+06 7.322390000000000000e+05 7.703310000000000000e+05 5.702520000000000000e+05 5.733390000000000000e+05 8.463760000000000000e+05 7.756910000000000000e+05 5.274860000000000000e+05 1.494366000000000000e+06 0.000000000000000000e+00 4.720840000000000000e+05 8.736300000000000000e+05 9.218250000000000000e+05 5.269540000000000000e+05
3.498890000000000000e+05 1.051840000000000000e+05 1.591350000000000000e+05 4.003580000000000000e+05 1.862340000000000000e+05 2.787550000000000000e+05 2.816040000000000000e+05 3.581960000000000000e+05 1.904720000000000000e+05 8.498900000000000000e+04 5.600000000000000000e+01 0.000000000000000000e+00 2.048900000000000000e+05 8.411900000000000000e+04 3.724570000000000000e+05 4.618630000000000000e+05 4.000000000000000000e+00 4.108390000000000000e+05 1.150000000000000000e+02 2.343870000000000000e+05
1.078688000000000000e+06 9.353180000000000000e+05 4.793670000000000000e+05 9.700160000000000000e+05 5.071450000000000000e+05 4.256370000000000000e+05 1.163725000000000000e+06 8.465020000000000000e+05 4.365890000000000000e+05 9.325400000000000000e+05 7.616160000000000000e+05 1.024355000000000000e+06 4.829070000000000000e+05 4.124860000000000000e+05 5.908870000000000000e+05 8.685860000000000000e+05 3.997300000000000000e+05 0.000000000000000000e+00 8.290980000000000000e+05 4.278300000000000000e+05
6.957910000000000000e+05 6.351920000000000000e+05 3.967440000000000000e+05 8.403930000000000000e+05 4.626060000000000000e+05 2.377470000000000000e+05 1.226832000000000000e+06 4.678010000000000000e+05 5.438300000000000000e+05 6.310150000000000000e+05 6.144010000000000000e+05 1.113685000000000000e+06 4.545280000000000000e+05 5.427280000000000000e+05 6.837520000000000000e+05 9.083360000000000000e+05 6.200000000000000000e+01 8.292850000000000000e+05 2.600000000000000000e+01 2.982990000000000000e+05
2.570160000000000000e+05 1.408870000000000000e+05 1.473700000000000000e+05 2.549320000000000000e+05 1.308000000000000000e+05 1.537190000000000000e+05 2.146280000000000000e+05 2.621950000000000000e+05 2.063780000000000000e+05 1.019960000000000000e+05 9.691400000000000000e+04 3.308110000000000000e+05 2.097730000000000000e+05 1.988660000000000000e+05 2.812130000000000000e+05 5.251280000000000000e+05 2.354090000000000000e+05 4.145220000000000000e+05 2.998000000000000000e+05 3.000000000000000000e+00
