5.700000000000000000e+01 9.082160000000000000e+05 3.600610000000000000e+05 6.679690000000000000e+05 2.581710000000000000e+05 1.995050000000000000e+05 8.515740000000000000e+05 7.002050000000000000e+05 4.404790000000000000e+05 5.816320000000000000e+05 3.294740000000000000e+05 8.454270000000000000e+05 3.794260000000000000e+05 4.976780000000000000e+05 2.313710000000000000e+05 5.538800000000000000e+05 3.575830000000000000e+05 1.076664000000000000e+06 6.843340000000000000e+05 2.498210000000000000e+05
8.998760000000000000e+05 6.700000000000000000e+02 3.002860000000000000e+05 9.331310000000000000e+05 3.404500000000000000e+05 1.253810000000000000e+05 1.244949000000000000e+06 5.670470000000000000e+05 1.969560000000000000e+05 1.118361000000000000e+06 3.482630000000000000e+05 8.084170000000000000e+05 3.901930000000000000e+05 1.937950000000000000e+05 1.753490000000000000e+05 5.646600000000000000e+05 1.038300000000000000e+05 9.255380000000000000e+05 6.288680000000000000e+05 1.432910000000000000e+05
3.591140000000000000e+05 2.925670000000000000e+05 0.000000000000000000e+00 4.193250000000000000e+05 5.354910000000000000e+05 5.302000000000000000e+03 8.875090000000000000e+05 2.702980000000000000e+05 0.000000000000000000e+00 1.024217000000000000e+06 5.895200000000000000e+05 7.255360000000000000e+05 2.729890000000000000e+05 5.785690000000000000e+05 1.048068000000000000e+06 7.575830000000000000e+05 1.634750000000000000e+05 4.653680000000000000e+05 3.954320000000000000e+05 1.464130000000000000e+05
6.568880000000000000e+05 9.363280000000000000e+05 4.177700000000000000e+05 1.700000000000000000e+01 2.864960000000000000e+05 2.805120000000000000e+05 1.562559000000000000e+06 5.940490000000000000e+05 2.938640000000000000e+05 9.623930000000000000e+05 4.673790000000000000e+05 7.791560000000000000e+05 5.525680000000000000e+05 3.316870000000000000e+05 2.159440000000000000e+05 7.921290000000000000e+05 3.968300000000000000e+05 9.655570000000000000e+05 8.435570000000000000e+05 2.515760000000000000e+05
2.666050000000000000e+05 3.359940000000000000e+05 5.145060000000000000e+05 2.841940000000000000e+05 1.400000000000000000e+01 5.649980000000000000e+05 7.394450000000000000e+05 4.415200000000000000e+05 6.627210000000000000e+05 6.963410000000000000e+05 2.180030000000000000e+05 9.360770000000000000e+05 4.485220000000000000e+05 5.344640000000000000e+05 6.651060000000000000e+05 9.483040000000000000e+05 1.880440000000000000e+05 5.089120000000000000e+05 4.532600000000000000e+05 1.316120000000000000e+05
2.044550000000000000e+05 1.309600000000000000e+05 5.411000000000000000e+03 2.927100000000000000e+05 5.814180000000000000e+05 3.000000000000000000e+01 3.284080000000000000e+05 2.756240000000000000e+05 5.230200000000000000e+04 1.166780000000000000e+05 1.623370000000000000e+05 3.771180000000000000e+05 3.578140000000000000e+05 5.209930000000000000e+05 5.848190000000000000e+05 8.859180000000000000e+05 2.853010000000000000e+05 4.389250000000000000e+05 2.348830000000000000e+05 1.486610000000000000e+05
8.508370000000000000e+05 1.243754000000000000e+06 9.007910000000000000e+05 1.563741000000000000e+06 7.527130000000000000e+05 3.257660000000000000e+05 1.440000000000000000e+02 6.029790000000000000e+05 5.032290000000000000e+05 1.774735000000000000e+06 8.183650000000000000e+05 1.423071000000000000e+06 4.768840000000000000e+05 4.116370000000000000e+05 5.029260000000000000e+05 1.096056000000000000e+06 2.773170000000000000e+05 1.130241000000000000e+06 1.206789000000000000e+06 2.037400000000000000e+05
7.022050000000000000e+05 5.780170000000000000e+05 2.690200000000000000e+05 6.050570000000000000e+05 4.408170000000000000e+05 2.699320000000000000e+05 6.028410000000000000e+05 0.000000000000000000e+00 2.619890000000000000e+05 4.296000000000000000e+05 2.521350000000000000e+05 8.124490000000000000e+05 4.175580000000000000e+05 2.889700000000000000e+05 5.275790000000000000e+05 7.289660000000000000e+05 3.558320000000000000e+05 8.542780000000000000e+05 4.651810000000000000e+05 2.572280000000000000e+05
4.296360000000000000e+05 1.950560000000000000e+05 9.010000000000000000e+02 2.808920000000000000e+05 6.652690000000000000e+05 4.882100000000000000e+04 5.019940000000000000e+05 2.619430000000000000e+05 4.000000000000000000e+00 3.584000000000000000e+05 2.191700000000000000e+05 6.641230000000000000e+05 3.008630000000000000e+05 4.958070000000000000e+05 9.332160000000000000e+05 7.670550000000000000e+05 1.957300000000000000e+05 4.274460000000000000e+05 5.407740000000000000e+05 2.025040000000000000e+05
5.681640000000000000e+05 1.108733000000000000e+06 1.041243000000000000e+06 9.454540000000000000e+05 7.093280000000000000e+05 1.225090000000000000e+05 1.750215000000000000e+06 4.230790000000000000e+05 3.588340000000000000e+05 1.300000000000000000e+02 5.356800000000000000e+05 1.062878000000000000e+06 2.903740000000000000e+05 2.758200000000000000e+05 2.040370000000000000e+05 5.681100000000000000e+05 9.096200000000000000e+04 9.086530000000000000e+05 6.113850000000000000e+05 9.714700000000000000e+04
